"","ECLAC/CELADE Redatam+SP 6/23/2023","...2","...3","...4","...5","...6","...7","...8","...9","...10","...11","...12","...13","...14","...15","...16","...17","...18","...19","...20","...21","...22","...23","...24","...25","...26","...27","...28","...29","...30","...31","...32","...33","...34","...35","...36","...37","...38","...39","...40","...41","...42","...43","...44","...45","...46","...47","...48","...49","...50","...51","...52","...53","...54","...55","...56","...57","...58","...59","...60","...61","...62","...63","...64","...65","...66","...67","...68","...69","...70","...71","...72","...73","...74","...75","...76","...77","...78","...79","...80","...81","...82","...83","...84","...85","...86","...87","...88","...89","...90","...91","...92","...93","...94"
"1397",NA,"Disability hearing","Age",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1398",NA,NA,"Under 1","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90 and above","Total"
"1399",NA,"No - no difficulty","1406","1484","1479","1681","1665","1604","1766","1621","1676","1657","1713","1628","1776","1833","1724","1659","1533","1545","1627","1346","1553","1316","1425","1364","1291","1580","1290","1328","1389","1162","1604","1112","1241","1254","1104","1412","1037","1157","1309","1021","1272","896","1195","1065","973","1266","972","895","923","769","1000","720","806","772","744","937","676","653","622","486","705","363","434","392","349","480","315","374","300","194","375","167","204","231","184","399","184","112","170","81","168","82","106","83","79","109","60","28","29","26","79","82876"
"1400",NA,"Yes - some difficulty","2","2","-","1","3","5","-","4","5","6","5","5","4","7","3","6","4","3","3","3","5","2","5","4","7","6","1","10","7","4","4","5","9","9","8","12","5","6","7","7","9","5","13","4","9","17","11","8","10","10","25","9","22","16","16","24","20","10","24","15","36","9","13","24","15","34","20","24","22","16","37","17","24","33","31","63","31","29","44","23","53","18","27","19","28","29","12","17","11","10","36","1276"
"1401",NA,"Yes - a lot of difficulty","2","2","-","-","1","-","1","-","1","-","1","-","-","-","3","-","1","1","2","2","1","-","-","1","1","-","1","-","3","1","2","-","3","3","-","-","1","2","-","1","1","-","2","-","2","4","2","2","-","3","2","1","1","3","3","2","4","1","1","3","11","4","2","2","3","2","4","2","3","1","4","1","7","5","5","8","3","4","4","1","11","3","4","8","5","9","5","5","4","3","10","217"
"1402",NA,"Yes - cannot hear at all","1","-","1","2","-","-","1","1","2","-","2","4","1","-","-","1","-","1","1","1","1","2","-","-","-","1","1","2","-","2","-","1","1","-","-","1","-","1","-","-","2","-","1","2","-","1","2","-","-","-","4","-","-","1","-","-","2","1","-","1","2","-","-","-","-","3","2","-","1","-","-","-","-","1","-","2","1","-","1","1","4","2","1","2","1","-","1","1","1","-","2","78"
"1403",NA,"Total","1411","1488","1480","1684","1669","1609","1768","1626","1684","1663","1721","1637","1781","1840","1730","1666","1538","1550","1633","1352","1560","1320","1430","1369","1299","1587","1293","1340","1399","1169","1610","1118","1254","1266","1112","1425","1043","1166","1316","1029","1284","901","1211","1071","984","1288","987","905","933","782","1031","730","829","792","763","963","702","665","647","505","754","376","449","418","367","519","341","400","326","211","416","185","235","270","220","472","219","145","219","106","236","105","138","112","113","147","78","51","45","39","127","84447"
"1404",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1405",NA,"AREA # 070206","Htantapin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1406",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1407",NA,"Disability hearing","Age",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1408",NA,NA,"Under 1","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90 and above","Total"
"1409",NA,"No - no difficulty","1034","1140","1155","1236","1319","1197","1279","1262","1287","1198","1310","1305","1437","1399","1426","1215","1184","1056","1195","953","1155","838","974","906","935","1154","908","891","982","768","1122","721","909","907","759","981","761","809","904","768","956","661","953","799","728","974","680","676","730","599","767","474","613","533","496","637","480","423","437","354","574","308","351","315","275","400","246","254","209","141","271","103","137","153","157","244","111","95","95","49","128","47","57","57","47","54","27","20","16","15","65","60730"
"1410",NA,"Yes - some difficulty","4","1","4","2","4","2","4","7","4","6","3","10","3","5","4","1","2","5","2","2","5","5","8","8","1","4","4","8","9","3","8","4","6","4","4","4","7","5","6","8","12","5","10","5","10","8","9","8","12","12","13","8","11","20","14","22","13","16","9","13","34","7","12","21","19","23","16","18","18","10","43","13","25","26","17","40","25","25","26","13","37","13","12","17","14","24","14","11","7","5","31","1032"
"1411",NA,"Yes - a lot of difficulty","1","-","-","-","-","2","1","1","1","3","-","2","1","-","-","-","-","-","1","-","3","-","-","1","1","-","1","-","-","-","1","-","1","-","1","-","-","2","1","-","1","1","2","3","-","1","1","1","-","-","4","1","3","-","3","1","1","3","-","1","-","-","1","1","2","3","1","1","2","2","2","-","1","4","1","3","3","2","6","1","9","-","2","5","1","4","5","-","2","2","7","125"
"1412",NA,"Yes - cannot hear at all","-","-","-","2","-","-","1","1","2","1","-","-","-","-","1","-","2","-","-","-","1","-","-","-","-","-","-","-","2","-","-","-","1","1","1","1","-","-","-","-","1","-","-","-","1","1","-","1","-","-","1","-","-","-","1","1","1","2","1","-","-","-","-","1","-","1","-","2","1","-","1","-","1","-","1","-","2","1","1","1","4","-","-","2","1","4","-","-","2","-","2","56"
"1413",NA,"Total","1039","1141","1159","1240","1323","1201","1285","1271","1294","1208","1313","1317","1441","1404","1431","1216","1188","1061","1198","955","1164","843","982","915","937","1158","913","899","993","771","1131","725","917","912","765","986","768","816","911","776","970","667","965","807","739","984","690","686","742","611","785","483","627","553","514","661","495","444","447","368","608","315","364","338","296","427","263","275","230","153","317","116","164","183","176","287","141","123","128","64","178","60","71","81","63","86","46","31","27","22","105","61943"
"1414",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1415",NA,"AREA # 070301","Pyay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1416",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1417",NA,"Disability hearing","Age",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1418",NA,NA,"Under 1","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90 and above","Total"
"1419",NA,"No - no difficulty","1470","1441","1405","1612","1737","1581","1691","1699","1715","1774","1775","1810","2009","2195","2115","2003","2077","2285","2452","2289","2537","2100","2051","2079","2030","2418","2077","2167","2523","2231","2714","1970","2206","2132","1937","2287","1907","1984","2252","1961","2343","1746","2209","1957","1660","2333","1710","1765","1877","1616","2058","1459","1582","1731","1606","1804","1443","1251","1379","1144","1526","964","1053","1035","819","1007","624","716","538","365","612","333","391","444","408","698","373","310","385","194","375","233","205","245","169","199","134","97","84","76","241","130224"
"1420",NA,"Yes - some difficulty","1","1","1","-","1","2","1","3","1","6","-","1","1","2","2","4","3","3","1","2","2","-","4","2","3","3","2","-","10","4","3","5","8","5","6","4","2","11","5","10","6","3","15","14","12","11","12","13","15","15","17","11","21","21","26","25","18","21","26","20","38","19","27","21","26","33","24","27","17","15","37","16","28","40","26","62","44","31","51","23","62","41","35","44","37","54","25","19","8","19","71","1467"
"1421",NA,"Yes - a lot of difficulty","2","1","-","-","-","1","-","1","2","-","-","-","-","-","-","-","-","-","-","-","-","-","-","2","-","1","-","1","1","-","-","1","1","1","1","-","1","-","-","-","2","1","-","-","3","2","-","1","-","2","-","1","2","2","-","2","6","2","-","2","4","3","1","3","2","1","2","2","2","2","6","2","4","2","2","7","6","4","7","6","11","9","5","13","6","3","8","4","3","2","17","194"
"1422",NA,"Yes - cannot hear at all","-","-","-","-","2","1","-","-","-","1","-","1","1","2","2","-","-","-","-","3","1","-","1","-","-","5","2","-","-","-","1","1","3","1","1","2","-","-","1","1","1","-","-","1","-","2","1","1","-","2","2","-","2","-","-","3","-","1","-","1","1","1","2","1","1","2","-","-","-","-","1","-","-","2","1","3","2","1","2","1","2","-","2","1","2","4","1","-","1","-","4","88"
"1423",NA,"Total","1473","1443","1406","1612","1740","1585","1692","1703","1718","1781","1775","1812","2011","2199","2119","2007","2080","2288","2453","2294","2540","2100","2056","2083","2033","2427","2081","2168","2534","2235","2718","1977","2218","2139","1945","2293","1910","1995","2258","1972","2352","1750","2224","1972","1675","2348","1723","1780","1892","1635","2077","1471","1607","1754","1632","1834","1467","1275","1405","1167","1569","987","1083","1060","848","1043","650","745","557","382","656","351","423","488","437","770","425","346","445","224","450","283","247","303","214","260","168","120","96","97","333","131973"
"1424",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1425",NA,"AREA # 070302","Paukkhaung",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1426",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1427",NA,"Disability hearing","Age",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1428",NA,NA,"Under 1","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90 and above","Total"
"1429",NA,"No - no difficulty","838","899","867","991","1034","950","969","1009","899","989","1084","977","1067","1156","1174","1122","991","985","1109","1004","1314","1037","1012","1105","1048","1240","1010","1135","1197","1061","1336","974","1120","1130","917","1227","923","968","1004","917","1045","772","1001","900","804","992","796","764","837","705","985","691","700","806","633","787","590","509","535","468","581","390","393","334","335","414","250","262","156","136","274","125","183","186","154","275","151","150","152","80","170","76","73","81","72","88","50","39","24","14","77","62854"
"1430",NA,"Yes - some difficulty","5","2","1","-","-","2","3","-","1","-","-","2","2","2","1","3","2","-","1","1","1","-","-","3","1","5","2","1","4","2","4","4","4","9","6","4","6","3","-","4","2","2","3","8","3","6","6","7","7","12","5","13","4","12","9","14","10","16","7","12","17","11","14","19","25","21","15","15","14","8","26","14","21","22","17","44","28","19","37","11","52","21","21","19","21","25","13","12","5","4","24","864"
"1431",NA,"Yes - a lot of difficulty","-","-","-","-","-","1","1","-","-","-","2","-","2","-","-","2","-","-","-","-","-","-","-","-","1","2","-","1","-","-","1","1","-","-","-","1","-","1","-","-","-","-","-","-","-","-","1","-","-","1","1","1","1","2","1","4","-","5","1","1","2","4","1","4","1","2","3","2","1","1","5","2","4","2","1","9","6","1","5","3","11","2","4","4","4","6","3","4","4","-","12","148"
"1432",NA,"Yes - cannot hear at all","-","-","-","-","-","1","-","1","-","-","-","-","1","-","1","-","-","-","1","-","-","-","1","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","1","-","-","1","-","-","-","1","-","-","-","2","-","2","-","-","1","1","1","1","1","1","1","-","-","-","-","-","1","-","1","-","1","1","3","-","1","-","5","-","1","1","2","2","2","1","-","1","4","49"
"1433",NA,"Total","843","901","868","991","1034","954","973","1010","900","989","1086","979","1072","1158","1176","1127","993","985","1111","1005","1315","1037","1013","1109","1050","1247","1012","1137","1201","1063","1341","979","1124","1139","923","1232","929","972","1005","921","1047","774","1005","908","807","999","803","771","844","719","991","705","705","822","643","807","600","530","544","482","601","406","409","358","362","437","268","279","171","145","306","141","209","210","173","329","188","170","195","94","238","99","99","105","99","121","68","56","33","19","117","63915"
"1434",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1435",NA,"AREA # 070303","Padaung",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1436",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1437",NA,"Disability hearing","Age",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1438",NA,NA,"Under 1","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90 and above","Total"
"1439",NA,"No - no difficulty","896","882","991","1010","1097","1032","1111","1170","1047","1170","1120","1137","1150","1163","1190","1083","1011","1124","1188","1062","1213","1053","1043","1081","1034","1221","1041","1136","1292","1245","1435","1111","1286","1355","1103","1356","1130","1061","1280","1116","1219","1013","1238","1040","948","1256","1021","1049","1102","917","1202","868","934","1014","863","1024","837","769","871","689","818","625","549","612","533","604","422","432","269","227","375","192","222","220","229","314","219","163","160","101","204","116","141","105","78","101","74","54","34","22","87","73402"
"1440",NA,"Yes - some difficulty","2","2","2","-","1","1","2","1","2","1","3","2","2","4","-","1","2","1","-","3","3","2","2","3","-","1","2","3","2","6","2","2","3","2","6","5","4","3","4","3","7","3","5","8","11","6","8","12","12","7","11","10","7","14","16","15","17","23","21","21","20","12","21","18","22","24","22","24","22","28","35","16","29","40","35","48","46","44","42","36","46","33","45","50","23","44","25","20","17","14","53","1278"
"1441",NA,"Yes - a lot of difficulty","1","1","-","2","2","-","-","-","-","-","-","-","-","-","-","-","-","1","1","-","-","-","1","-","1","-","-","1","-","-","-","1","1","1","2","-","1","1","2","-","-","1","1","-","-","-","1","-","3","1","-","1","1","-","2","5","2","1","1","-","6","-","2","3","-","4","1","3","3","2","4","2","3","2","5","12","2","8","9","5","9","4","3","4","6","10","4","1","1","3","15","176"
"1442",NA,"Yes - cannot hear at all","-","-","1","1","-","-","-","-","-","-","1","2","-","-","2","-","-","-","-","-","1","-","-","-","1","1","3","3","-","1","1","1","1","2","-","1","1","-","-","2","-","-","-","-","-","-","-","1","-","1","3","-","-","3","-","-","-","1","1","1","-","-","1","1","-","1","1","-","-","-","1","-","1","1","-","4","2","2","-","2","5","3","2","2","1","-","2","-","2","1","2","74"
"1443",NA,"Total","899","885","994","1013","1100","1033","1113","1171","1049","1171","1124","1141","1152","1167","1192","1084","1013","1126","1189","1065","1217","1055","1046","1084","1036","1223","1046","1143","1294","1252","1438","1115","1291","1360","1111","1362","1136","1065","1286","1121","1226","1017","1244","1048","959","1262","1030","1062","1117","926","1216","879","942","1031","881","1044","856","794","894","711","844","637","573","634","555","633","446","459","294","257","415","210","255","263","269","378","269","217","211","144","264","156","191","161","108","155","105","75","54","40","157","74930"
"1444",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1445",NA,"AREA # 070304","Paunde",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1446",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1447",NA,"Disability hearing","Age",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1448",NA,NA,"Under 1","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90 and above","Total"
"1449",NA,"No - no difficulty","748","917","896","906","976","954","948","949","899","975","1011","992","1071","1101","1096","1094","986","1046","1105","1064","1254","1033","1102","1109","1141","1285","1109","1132","1247","1109","1386","1040","1060","1146","998","1380","1006","1080","1176","994","1204","986","1196","1059","972","1116","916","933","1020","908","1084","848","886","984","777","992","775","669","738","705","861","521","559","560","430","554","390","447","319","215","370","210","269","278","250","399","227","210","225","150","230","150","136","123","97","118","67","46","42","25","108","69875"
"1450",NA,"Yes - some difficulty","12","5","2","1","-","2","-","1","2","1","4","2","1","2","2","2","1","1","1","2","3","3","2","1","-","2","3","1","4","1","10","4","1","2","2","3","2","4","3","2","5","5","6","7","7","6","6","6","5","10","11","11","13","13","11","16","18","11","20","17","25","15","21","18","14","25","22","27","16","23","25","20","36","33","21","58","34","39","50","27","53","36","28","31","29","46","16","15","8","11","42","1165"
