"","ECLAC/CELADE Redatam+SP 6/23/2023","...2","...3","...4","...5","...6","...7","...8","...9","...10","...11","...12","...13","...14","...15","...16","...17","...18","...19","...20","...21","...22","...23","...24","...25","...26","...27","...28","...29","...30","...31","...32","...33","...34","...35","...36","...37","...38","...39","...40","...41","...42","...43","...44","...45","...46","...47","...48","...49","...50","...51","...52","...53","...54","...55","...56","...57","...58","...59","...60","...61","...62","...63","...64","...65","...66","...67","...68","...69","...70","...71","...72","...73","...74","...75","...76","...77","...78","...79","...80","...81","...82","...83","...84","...85","...86","...87","...88","...89","...90","...91","...92","...93","...94"
"881",NA,"AREA # 050406","Wuntho",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"882",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"883",NA,"Disability walking","Age",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"884",NA,NA,"Under 1","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90 and above","Total"
"885",NA,"No - no difficulty","716","718","687","772","736","728","713","765","740","729","796","749","768","791","706","683","669","761","712","628","605","581","664","646","572","646","563","561","595","525","652","494","497","544","428","491","447","500","516","445","501","439","529","462","390","477","385","401","427","362","391","308","386","332","306","333","270","257","229","209","241","172","172","154","150","138","125","113","82","63","85","68","60","56","62","85","40","57","51","38","42","24","22","19","18","15","12","8","3","7","16","35131"
"886",NA,"Yes - some difficulty","4","2","-","1","2","-","2","-","-","-","-","-","-","1","1","-","-","1","-","-","2","-","2","2","5","3","2","6","2","2","5","-","3","2","1","3","2","1","2","4","3","2","2","3","2","2","3","3","5","3","4","2","4","6","2","2","2","4","4","3","4","3","4","4","7","-","1","4","2","2","1","1","3","3","6","5","1","6","3","5","5","4","3","10","4","1","1","4","2","1","3","227"
"887",NA,"Yes - a lot of difficulty","-","1","1","-","1","1","1","-","2","-","-","-","2","1","1","-","1","-","-","-","1","-","1","1","-","1","-","-","3","-","-","-","-","3","-","-","2","-","-","1","1","1","1","1","1","2","-","2","2","-","2","1","1","-","-","4","-","-","3","1","2","2","-","1","1","1","-","1","-","-","1","-","2","1","-","1","2","-","3","-","2","-","2","1","2","-","-","1","3","-","2","79"
"888",NA,"Yes - cannot walk at all","-","2","-","1","-","-","-","-","-","-","-","1","-","-","-","-","-","-","1","1","-","-","1","-","-","1","-","-","-","2","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","1","1","-","1","-","-","-","1","-","-","-","-","-","1","1","-","-","-","-","1","-","-","1","1","1","-","-","-","1","1","-","1","2","-","-","-","-","-","-","-","-","-","-","-","2","28"
"889",NA,"Total","720","723","688","774","739","729","716","765","742","729","796","750","770","793","708","683","670","762","713","629","608","581","668","649","577","651","565","567","600","529","657","494","500","549","429","494","451","501","518","451","505","442","532","466","393","481","389","407","434","366","397","311","391","339","308","339","272","261","236","214","248","177","176","159","158","140","126","118","85","66","88","69","65","60","69","92","43","64","59","43","49","28","27","30","24","16","13","13","8","8","23","35465"
"890",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"891",NA,"AREA # 050407","Pinlebu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"892",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"893",NA,"Disability walking","Age",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"894",NA,NA,"Under 1","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90 and above","Total"
"895",NA,"No - no difficulty","1224","1266","1128","1256","1247","1179","1190","1244","1206","1247","1244","1089","1240","1243","1177","1093","1012","1046","1067","891","947","802","819","787","836","1011","787","864","864","812","990","721","750","786","707","849","698","724","782","678","694","559","637","598","523","666","447","456","480","432","530","433","450","473","377","459","356","280","279","237","293","194","243","245","216","217","167","160","130","97","120","84","99","102","77","105","46","55","58","39","48","34","32","38","17","23","12","13","4","8","14","51859"
"896",NA,"Yes - some difficulty","13","12","2","4","6","4","4","6","4","4","1","5","3","3","2","2","2","3","-","1","4","4","4","1","4","7","3","-","6","5","7","6","2","5","3","2","-","4","2","1","2","2","2","5","1","4","2","5","3","1","3","5","1","4","2","3","5","6","6","4","3","4","2","2","6","5","7","8","4","7","5","3","5","5","4","16","9","4","7","4","9","1","6","6","5","2","3","2","-","2","3","366"
"897",NA,"Yes - a lot of difficulty","6","2","1","1","-","3","1","-","2","1","-","2","1","1","-","-","2","2","1","-","2","1","2","-","-","1","3","-","-","1","-","1","-","2","-","1","-","-","2","-","-","-","2","-","1","2","2","-","1","-","-","1","-","3","2","1","-","-","-","2","1","-","1","1","1","4","1","3","-","2","3","-","-","3","-","3","1","2","4","-","6","-","-","2","1","2","1","-","-","-","2","103"
"898",NA,"Yes - cannot walk at all","8","4","1","2","1","-","-","-","1","1","1","1","2","2","-","-","-","-","-","1","-","1","-","-","1","1","-","-","-","-","-","-","-","-","2","-","1","-","1","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","1","2","1","1","-","-","1","1","1","2","-","-","1","1","1","-","1","1","3","-","1","-","2","-","1","-","2","-","1","-","1","2","1","-","-","-","3","65"
"899",NA,"Total","1251","1284","1132","1263","1254","1186","1195","1250","1213","1253","1246","1097","1246","1249","1179","1095","1016","1051","1068","893","953","808","825","788","841","1020","793","864","870","818","997","728","752","793","712","852","699","728","787","679","696","562","641","603","525","672","451","461","484","433","533","439","451","480","382","465","362","287","285","243","298","199","247","250","223","226","176","172","135","106","129","88","107","110","82","124","58","61","70","43","65","35","39","46","24","29","17","15","4","10","22","52393"
"900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"901",NA,"AREA # 050501","Kalay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"902",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"903",NA,"Disability walking","Age",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"904",NA,NA,"Under 1","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90 and above","Total"
"905",NA,"No - no difficulty","3288","3153","3280","3500","3528","3503","3664","3720","3474","3617","3658","3454","3906","4263","3833","3399","3315","3395","3487","2956","3292","2667","2731","2819","2517","2829","2478","2554","2666","2470","3156","2230","2506","2430","2066","2660","2126","2260","2361","2051","2442","1830","2197","2047","1849","2356","1659","1819","1835","1527","2014","1430","1476","1440","1386","1474","1168","1107","1093","934","1158","761","781","836","817","870","631","623","496","372","530","307","338","343","309","347","263","216","217","142","204","100","108","81","90","82","51","34","26","31","83","165592"
"906",NA,"Yes - some difficulty","7","6","4","12","6","4","5","6","2","8","9","11","13","3","7","7","5","8","7","10","12","9","5","4","15","19","14","16","12","3","10","8","12","14","9","16","17","11","9","13","13","11","16","20","14","23","19","17","23","19","23","14","26","20","23","29","20","15","17","30","32","18","12","11","22","39","26","29","18","10","21","15","20","19","23","32","16","12","20","9","25","10","13","10","12","9","3","6","3","4","13","1272"
"907",NA,"Yes - a lot of difficulty","2","2","3","4","3","3","3","-","3","2","7","3","2","8","6","2","-","1","2","4","3","3","6","5","3","4","3","5","2","-","8","2","3","6","6","5","5","5","2","3","7","-","3","5","5","4","8","5","6","7","6","7","8","7","3","8","8","3","7","9","9","6","5","9","8","8","7","5","5","5","14","3","6","3","4","14","10","8","2","8","5","4","5","6","3","6","1","1","3","1","13","442"
"908",NA,"Yes - cannot walk at all","4","2","4","4","4","5","3","3","4","5","4","2","2","3","6","2","1","3","2","2","4","1","2","5","1","2","4","2","2","2","5","7","3","2","1","2","4","1","1","2","1","1","2","3","-","3","2","4","-","2","4","3","3","4","2","5","3","-","3","3","6","1","1","2","2","6","3","2","1","5","1","-","4","5","5","5","4","1","3","4","1","2","1","3","4","1","4","1","-","-","8","252"
"909",NA,"Total","3301","3163","3291","3520","3541","3515","3675","3729","3483","3632","3678","3470","3923","4277","3852","3410","3321","3407","3498","2972","3311","2680","2744","2833","2536","2854","2499","2577","2682","2475","3179","2247","2524","2452","2082","2683","2152","2277","2373","2069","2463","1842","2218","2075","1868","2386","1688","1845","1864","1555","2047","1454","1513","1471","1414","1516","1199","1125","1120","976","1205","786","799","858","849","923","667","659","520","392","566","325","368","370","341","398","293","237","242","163","235","116","127","100","109","98","59","42","32","36","117","167558"
"910",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"911",NA,"AREA # 050502","Kalewa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"912",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"913",NA,"Disability walking","Age",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"914",NA,NA,"Under 1","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90 and above","Total"
"915",NA,"No - no difficulty","479","508","509","504","538","535","608","610","501","583","604","567","537","595","549","481","507","518","521","496","535","463","444","474","468","498","427","466","470","445","559","417","472","483","391","507","393","426","387","338","416","337","363","324","295","384","296","359","293","258","326","277","274","259","236","291","225","201","214","194","199","136","153","126","131","161","85","94","69","68","69","58","56","56","48","47","31","50","41","24","28","22","17","23","17","18","6","5","7","2","15","27497"
"916",NA,"Yes - some difficulty","3","7","9","4","-","-","3","2","1","1","1","3","-","-","1","-","-","-","-","-","2","-","-","-","-","1","-","-","2","2","2","2","1","1","2","2","3","1","1","1","2","2","2","4","-","2","-","2","1","-","2","1","1","3","2","1","1","1","1","6","4","1","-","4","3","4","3","4","4","2","3","2","3","2","2","5","3","1","2","2","2","-","-","4","2","1","-","1","-","-","-","156"
"917",NA,"Yes - a lot of difficulty","2","-","-","1","1","-","1","-","-","1","-","-","-","-","1","-","-","-","-","-","-","1","1","-","1","-","1","1","-","1","-","1","-","-","-","1","-","-","-","-","-","-","1","1","-","1","-","-","-","-","1","-","-","-","-","1","1","1","1","-","1","2","1","-","1","1","-","1","-","1","1","-","-","-","1","3","-","1","3","-","-","-","-","-","1","-","2","-","-","-","1","44"
"918",NA,"Yes - cannot walk at all","1","-","-","-","-","-","-","1","-","1","2","-","-","-","-","-","1","-","-","1","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","1","-","-","-","-","-","1","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","1","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","1","1","-","1","1","-","-","-","1","-","18"
"919",NA,"Total","485","515","518","509","539","535","612","613","502","586","607","570","537","595","551","481","508","518","521","497","537","464","445","474","469","499","428","467","472","448","561","421","473","484","393","510","396","427","388","339","419","339","366","329","295","387","297","361","294","258","329","278","275","262","239","293","227","203","216","200","204","139","154","131","135","166","88","99","74","71","73","60","59","58","51","55","34","52","46","26","30","23","18","27","21","20","8","6","7","3","16","27715"
"920",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"921",NA,"AREA # 050503","Mingin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"922",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"923",NA,"Disability walking","Age",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"924",NA,NA,"Under 1","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90 and above","Total"
"925",NA,"No - no difficulty","986","988","980","1087","1105","1032","1087","1205","1045","1069","1063","1103","1169","1143","1003","910","882","901","860","760","822","692","703","766","680","874","647","799","817","798","970","774","756","754","592","798","637","664","755","620","663","622","697","638","569","730","520","597","565","505","640","511","506","557","444","557","361","339","354","329","381","273","257","237","274","296","199","223","132","101","160","92","101","99","91","148","68","108","68","46","57","46","22","27","25","19","14","13","8","7","23","49615"
"926",NA,"Yes - some difficulty","2","7","5","2","2","2","-","1","2","3","2","2","1","2","2","6","1","3","2","1","3","2","2","2","2","7","4","3","3","2","6","1","5","2","3","6","1","3","4","-","1","3","5","6","2","10","4","3","4","7","10","2","3","8","8","7","1","5","10","7","8","2","6","8","6","6","5","9","8","8","5","4","2","12","4","19","9","2","6","10","7","7","6","5","5","2","2","4","3","2","3","400"
"927",NA,"Yes - a lot of difficulty","2","-","1","1","-","-","1","-","-","-","-","1","3","-","-","1","-","2","-","-","2","-","1","2","2","-","1","-","-","-","2","-","2","-","2","3","1","2","-","2","3","2","2","-","1","-","1","-","-","2","3","1","-","3","1","-","1","5","-","2","2","1","1","3","-","5","1","4","1","2","2","-","1","2","-","2","2","1","1","1","1","2","2","1","1","1","1","1","-","-","3","106"
"928",NA,"Yes - cannot walk at all","1","-","-","2","-","-","-","1","-","-","1","-","1","1","1","-","1","2","1","1","1","-","1","-","-","-","-","-","-","-","2","1","-","-","-","-","-","-","-","-","1","-","-","-","-","2","-","1","1","-","-","1","1","-","1","1","-","-","-","-","-","-","1","1","-","-","1","-","-","-","-","-","1","1","-","1","-","1","1","1","4","-","2","1","-","1","1","2","1","-","2","50"
"929",NA,"Total","991","995","986","1092","1107","1034","1088","1207","1047","1072","1066","1106","1174","1146","1006","917","884","908","863","762","828","694","707","770","684","881","652","802","820","800","980","776","763","756","597","807","639","669","759","622","668","627","704","644","572","742","525","601","570","514","653","515","510","568","454","565","363","349","364","338","391","276","265","249","280","307","206","236","141","111","167","96","105","114","95","170","79","112","76","58","69","55","32","34","31","23","18","20","12","9","31","50171"
"930",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"931",NA,"AREA # 050601","Tamu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"932",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"933",NA,"Disability walking","Age",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"934",NA,NA,"Under 1","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90 and above","Total"
"935",NA,"No - no difficulty","616","628","611","679","636","640","652","698","698","596","660","600","656","736","646","639","551","591","597","519","533","416","490","468","403","512","422","475","513","435","551","394","546","423","426","514","391","420","439","363","489","325","449","357","268","418","300","282","349","220","332","229","242","233","220","231","174","222","173","144","181","106","108","132","90","120","92","92","85","59","74","27","37","36","40","43","33","27","24","19","25","10","18","15","12","11","5","5","3","1","9","28979"
