"","ECLAC/CELADE Redatam+SP 6/23/2023","...2","...3","...4","...5","...6","...7","...8","...9","...10","...11","...12","...13","...14","...15","...16","...17","...18","...19","...20","...21","...22","...23","...24","...25","...26","...27","...28","...29","...30","...31","...32","...33","...34","...35","...36","...37","...38","...39","...40","...41","...42","...43","...44","...45","...46","...47","...48","...49","...50","...51","...52","...53","...54","...55","...56","...57","...58","...59","...60","...61","...62","...63","...64","...65","...66","...67","...68","...69","...70","...71","...72","...73","...74","...75","...76","...77","...78","...79","...80","...81","...82","...83","...84","...85","...86","...87","...88","...89","...90","...91","...92","...93","...94"
"727",NA,"Yes - cannot walk at all","6","1","1","-","4","-","-","3","1","2","1","1","1","1","1","-","-","-","3","1","-","2","-","-","2","4","-","-","-","2","1","1","-","-","1","1","3","1","-","-","-","-","2","-","1","-","2","1","-","2","2","1","1","1","-","1","-","2","2","1","-","6","2","2","-","1","1","1","1","5","9","3","1","3","2","9","3","2","3","6","11","6","10","6","6","2","4","5","2","6","27","209"
"728",NA,"Total","1361","1456","1446","1465","1487","1458","1447","1619","1587","1688","1775","1633","1780","1828","1710","1605","1487","1622","1815","1574","1964","1663","1674","1669","1456","1927","1502","1637","1735","1543","2093","1519","1630","1818","1412","2118","1395","1664","1723","1419","1975","1329","1779","1633","1294","2016","1219","1551","1421","1170","1757","1023","1194","1249","978","1548","921","966","930","675","1163","665","804","836","653","1183","525","821","563","374","866","317","404","432","300","812","228","369","404","213","446","197","250","217","137","247","101","111","81","73","303","106127"
"729",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"730",NA,"AREA # 050204","Kambalu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"731",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"732",NA,"Disability walking","Age",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"733",NA,NA,"Under 1","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90 and above","Total"
"734",NA,"No - no difficulty","2416","2456","2588","2583","2908","2626","2726","3051","2956","2925","3152","2922","3301","3433","3375","2923","2768","3056","3433","2704","3458","2460","2724","2635","2239","3183","2276","2579","2850","2296","3451","2194","2425","2526","1984","2853","1901","2226","2398","1849","2614","1651","2104","2023","1499","2379","1453","1802","1877","1384","2034","1315","1446","1478","1187","1753","1046","1227","1077","773","1304","671","742","739","625","1001","485","709","460","321","802","268","421","391","316","658","243","294","335","165","386","139","172","168","140","199","84","96","61","52","212","153590"
"735",NA,"Yes - some difficulty","34","24","15","2","6","2","1","3","1","3","2","3","1","3","4","5","3","7","4","6","7","8","4","5","4","6","-","6","7","4","7","2","7","4","3","8","5","9","7","9","7","4","9","8","5","17","7","13","15","9","27","12","24","24","15","26","22","19","24","17","39","10","10","18","18","49","20","25","19","17","51","17","27","28","33","51","18","38","33","21","44","18","22","21","16","35","16","14","11","16","80","1380"
"736",NA,"Yes - a lot of difficulty","32","10","6","4","-","1","2","3","2","-","3","1","2","3","3","1","1","-","1","1","1","2","2","2","2","-","3","5","3","2","1","1","2","2","-","5","2","1","3","2","3","1","-","-","1","6","3","5","1","-","2","2","2","4","-","4","4","4","3","3","11","2","4","5","6","9","1","9","6","4","14","2","4","7","5","15","7","2","7","8","22","6","8","9","6","16","7","3","7","2","33","412"
"737",NA,"Yes - cannot walk at all","15","3","4","3","1","2","2","3","3","1","4","-","2","1","1","1","1","-","-","1","1","-","3","2","2","2","2","2","-","-","1","-","1","1","-","4","-","-","-","-","1","2","-","1","1","-","1","-","1","2","1","-","2","2","2","3","1","-","2","3","1","4","1","3","-","3","1","4","1","2","5","-","1","5","1","13","5","4","4","4","10","2","4","5","6","5","3","5","6","3","30","235"
"738",NA,"Total","2497","2493","2613","2592","2915","2631","2731","3060","2962","2929","3161","2926","3306","3440","3383","2930","2773","3063","3438","2712","3467","2470","2733","2644","2247","3191","2281","2592","2860","2302","3460","2197","2435","2533","1987","2870","1908","2236","2408","1860","2625","1658","2113","2032","1506","2402","1464","1820","1894","1395","2064","1329","1474","1508","1204","1786","1073","1250","1106","796","1355","687","757","765","649","1062","507","747","486","344","872","287","453","431","355","737","273","338","379","198","462","165","206","203","168","255","110","118","85","73","355","155617"
"739",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"740",NA,"AREA # 050205","Kyunhlau",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"741",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"742",NA,"Disability walking","Age",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"743",NA,NA,"Under 1","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90 and above","Total"
"744",NA,"No - no difficulty","943","959","916","946","1096","1007","972","1084","1010","1017","982","1074","1011","1020","1044","983","905","995","991","816","962","896","935","851","803","1020","911","984","993","892","1036","821","893","829","807","880","714","841","788","658","725","638","791","610","611","669","561","626","605","568","564","457","509","534","448","495","411","421","391","297","409","245","271","270","268","250","219","199","144","164","214","140","119","138","122","196","107","94","94","77","93","41","63","50","35","44","17","32","17","18","66","52432"
"745",NA,"Yes - some difficulty","16","4","-","-","2","-","1","1","1","2","1","-","2","2","5","-","1","2","4","-","1","1","4","3","-","2","2","2","-","-","2","-","3","-","-","1","2","3","1","-","-","-","-","1","3","4","1","1","1","1","4","3","4","2","2","3","2","4","2","1","6","1","5","4","1","4","8","7","5","3","7","5","3","5","9","10","3","6","7","11","16","8","9","10","6","6","6","4","1","1","16","303"
"746",NA,"Yes - a lot of difficulty","6","1","-","-","-","-","-","-","1","-","-","-","2","-","1","1","-","1","1","-","1","-","-","4","2","1","-","-","-","1","-","-","1","1","-","-","1","1","1","1","-","3","1","-","1","-","2","-","1","-","-","-","-","2","-","-","-","1","3","1","2","1","-","2","3","1","2","3","1","2","8","2","3","3","8","7","1","2","4","5","5","2","1","4","4","2","2","3","4","2","12","145"
"747",NA,"Yes - cannot walk at all","1","-","-","-","1","5","1","-","2","2","-","1","-","-","3","-","3","-","-","-","-","-","1","1","-","-","1","-","-","1","-","1","1","2","-","-","-","1","-","-","-","-","-","1","-","-","-","-","-","-","-","1","1","-","-","-","-","1","1","-","2","1","1","-","-","-","2","2","1","-","2","-","1","1","3","1","2","1","3","1","1","2","2","2","2","1","1","2","1","3","8","82"
"748",NA,"Total","966","964","916","946","1099","1012","974","1085","1014","1021","983","1075","1015","1022","1053","984","909","998","996","816","964","897","940","859","805","1023","914","986","993","894","1038","822","898","832","807","881","717","846","790","659","725","641","792","612","615","673","564","627","607","569","568","461","514","538","450","498","413","427","397","299","419","248","277","276","272","255","231","211","151","169","231","147","126","147","142","214","113","103","108","94","115","53","75","66","47","53","26","41","23","24","102","52962"
"749",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"750",NA,"AREA # 050206","Ye U",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"751",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"752",NA,"Disability walking","Age",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"753",NA,NA,"Under 1","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90 and above","Total"
"754",NA,"No - no difficulty","882","931","944","983","1129","967","1050","1182","1079","1079","1147","1004","1305","1345","1425","1578","1146","1134","1115","964","1241","970","1032","1016","911","1193","853","997","1090","925","1277","860","989","1005","778","1109","764","933","1005","889","1180","756","959","893","798","1086","711","812","836","687","1006","618","727","706","585","829","524","603","555","477","737","393","457","478","404","599","317","434","281","210","430","206","253","314","203","413","183","218","214","124","277","113","124","143","97","128","68","63","50","31","123","65659"
"755",NA,"Yes - some difficulty","8","-","1","2","-","1","4","2","2","-","2","2","2","1","2","1","3","-","5","4","1","3","1","2","1","3","2","2","1","1","3","4","3","3","1","1","2","4","4","4","4","4","4","3","3","9","4","13","6","10","10","5","12","6","10","10","15","16","14","12","17","10","13","18","18","15","15","16","10","16","19","11","27","11","10","33","18","31","21","12","35","24","23","22","14","26","12","19","12","3","41","830"
"756",NA,"Yes - a lot of difficulty","2","-","1","1","-","2","2","-","1","-","1","-","-","1","-","-","-","-","1","-","-","1","1","1","-","-","-","1","1","-","2","3","-","-","1","1","-","5","1","-","-","1","-","2","2","1","-","3","-","1","4","-","-","-","1","-","3","4","2","-","1","2","2","5","1","4","6","5","1","2","5","4","3","6","4","9","5","5","5","1","9","12","9","10","7","5","3","6","9","5","29","234"
"757",NA,"Yes - cannot walk at all","4","1","-","1","-","-","1","2","1","-","2","2","-","2","1","-","1","2","1","1","1","-","-","-","-","-","-","-","2","-","2","2","1","-","-","-","1","-","-","1","2","1","2","2","1","1","-","1","1","-","1","-","-","-","-","-","1","-","-","2","-","-","-","1","2","1","1","1","-","1","5","-","5","3","1","1","2","3","6","3","8","3","3","6","1","7","3","5","4","4","18","145"
"758",NA,"Total","896","932","946","987","1129","970","1057","1186","1083","1079","1152","1008","1307","1349","1428","1579","1150","1136","1122","969","1243","974","1034","1019","912","1196","855","1000","1094","926","1284","869","993","1008","780","1111","767","942","1010","894","1186","762","965","900","804","1097","715","829","843","698","1021","623","739","712","596","839","543","623","571","491","755","405","472","502","425","619","339","456","292","229","459","221","288","334","218","456","208","257","246","140","329","152","159","181","119","166","86","93","75","43","211","66868"
"759",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"760",NA,"AREA # 050207","Depayin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"761",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"762",NA,"Disability walking","Age",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"763",NA,NA,"Under 1","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90 and above","Total"
"764",NA,"No - no difficulty","1105","1159","1233","1209","1381","1331","1389","1461","1350","1408","1410","1379","1566","1548","1320","1260","1089","1279","1346","1101","1464","1090","1116","1100","1025","1458","1047","1277","1307","1100","1666","955","1183","1096","891","1558","829","1110","1103","863","1361","767","1054","983","779","1364","759","1054","914","732","1267","647","736","736","593","981","508","688","599","466","835","394","502","546","417","686","315","470","325","231","567","182","242","263","164","423","149","216","197","94","270","87","121","105","78","117","46","61","33","22","119","74827"
"765",NA,"Yes - some difficulty","20","17","3","1","-","3","2","4","4","2","5","4","3","6","6","1","1","1","4","1","-","2","2","-","-","1","1","3","5","3","6","2","4","1","1","11","5","4","3","4","11","2","6","4","2","12","2","9","10","8","20","5","8","10","10","21","11","18","21","10","23","15","15","26","14","33","20","30","18","18","46","12","20","29","18","43","18","22","30","17","51","23","27","30","16","33","19","17","10","9","38","1086"
"766",NA,"Yes - a lot of difficulty","14","2","-","1","2","-","-","2","-","1","1","1","2","-","1","-","-","3","1","1","2","-","1","1","2","1","3","3","1","2","2","-","3","-","1","2","-","-","1","1","1","3","1","-","1","7","2","3","-","4","4","-","1","3","2","3","2","5","2","1","9","-","3","2","2","7","3","1","1","6","13","4","6","8","1","10","3","11","12","6","21","7","6","11","4","8","5","3","3","2","25","306"
"767",NA,"Yes - cannot walk at all","9","1","2","-","-","1","3","1","-","-","-","1","2","1","3","1","1","1","1","-","1","2","1","-","-","-","-","-","2","-","-","1","-","1","-","2","1","-","2","1","-","-","1","1","-","-","2","1","2","1","1","-","-","-","-","2","-","1","2","-","1","1","1","2","4","1","1","1","4","7","6","2","1","2","2","11","3","3","7","1","12","4","11","7","3","12","3","5","7","2","17","200"
"768",NA,"Total","1148","1179","1238","1211","1383","1335","1394","1468","1354","1411","1416","1385","1573","1555","1330","1262","1091","1284","1352","1103","1467","1094","1120","1101","1027","1460","1051","1283","1315","1105","1674","958","1190","1098","893","1573","835","1114","1109","869","1373","772","1062","988","782","1383","765","1067","926","745","1292","652","745","749","605","1007","521","712","624","477","868","410","521","576","437","727","339","502","348","262","632","200","269","302","185","487","173","252","246","118","354","121","165","153","101","170","73","86","53","35","199","76419"
"769",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"770",NA,"AREA # 050208","Tasei",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"771",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"772",NA,"Disability walking","Age",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"773",NA,NA,"Under 1","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90 and above","Total"
"774",NA,"No - no difficulty","1452","1504","1406","1538","1634","1417","1497","1666","1629","1667","1781","1665","1876","2030","1790","1634","1620","1635","1629","1317","1618","1213","1332","1410","1200","1660","1229","1497","1483","1418","1737","1222","1409","1389","1178","1625","1223","1404","1435","1194","1506","1049","1291","1144","1027","1408","1061","1233","1216","967","1303","813","961","935","805","1000","692","743","708","604","876","499","609","626","579","680","462","581","383","314","598","262","354","352","265","466","213","291","304","170","290","132","135","141","100","142","75","73","45","31","158","90935"
"775",NA,"Yes - some difficulty","16","11","16","4","3","2","2","3","3","3","2","-","3","4","1","3","4","2","4","4","2","1","4","4","8","4","3","2","5","2","6","6","2","11","3","5","4","4","4","4","6","-","3","8","11","11","5","8","14","6","18","9","12","12","10","27","10","15","15","10","19","12","13","20","12","24","17","33","21","18","36","16","31","22","17","52","29","38","35","26","59","27","27","37","28","34","23","16","18","15","49","1208"
"776",NA,"Yes - a lot of difficulty","4","1","2","1","1","-","1","1","-","3","1","1","-","2","1","1","1","-","-","1","1","1","-","1","-","2","1","-","-","1","-","1","-","3","1","1","2","3","-","1","1","-","-","1","-","1","4","1","2","2","3","-","4","3","4","2","2","5","1","3","1","3","2","2","1","6","1","6","3","1","9","4","2","11","10","8","5","3","9","7","12","4","6","6","14","15","8","7","4","6","30","286"
"777",NA,"Yes - cannot walk at all","11","4","1","3","2","-","1","1","1","1","5","-","1","1","1","1","2","-","-","-","-","1","-","-","-","3","1","2","1","1","3","-","-","-","-","-","-","-","3","-","2","1","-","1","1","2","2","1","2","-","1","-","1","1","1","-","2","2","2","1","2","5","3","1","1","2","4","3","1","4","7","1","3","5","4","6","3","6","7","1","12","1","5","4","4","7","2","3","6","6","13","206"
"778",NA,"Total","1483","1520","1425","1546","1640","1419","1501","1671","1633","1674","1789","1666","1880","2037","1793","1639","1627","1637","1633","1322","1621","1216","1336","1415","1208","1669","1234","1501","1489","1422","1746","1229","1411","1403","1182","1631","1229","1411","1442","1199","1515","1050","1294","1154","1039","1422","1072","1243","1234","975","1325","822","978","951","820","1029","706","765","726","618","898","519","627","649","593","712","484","623","408","337","650","283","390","390","296","532","250","338","355","204","373","164","173","188","146","198","108","99","73","58","250","92635"
